Active Ingredient,Trade Name,AUST R,Expected Supply,Availability,Management Action,Updated
medroxyprogesterone acetate,DEPO-PROVERA medroxyprogesterone acetate 150 mg/mL aqueous suspension injection vial,AUST R: 12300,,Availability: Unavailable,Management action: This product will be replaced by an alternative presentation - DEPO-PROVERA medroxyprogesterone acetate 150 mg/1 mL suspension for injection pre-filled syringe (ARTG 401610).,Updated 01-08-2024
ribavirin,IBAVYR ribavirin 200 mg film coated tablets bottle,AUST R: 243632,,Availability: Reduction in supply until supply is exhausted,,Updated 01-08-2024
medroxyprogesterone acetate,DEPO-RALOVERA medroxyprogesterone acetate 150 mg/1 mL injection vial,AUST R: 44464,,Availability: Unavailable,Management action: This product will be replaced by an alternative presentation - DEPO-PROVERA medroxyprogesterone acetate 150 mg/1 mL suspension for injection pre-filled syringe (ARTG 401610).,Updated 23-07-2024
morphine sulfate pentahydrate,MS MONO morphine sulfate pentahydrate 30mg modified release capsule blister pack,AUST R: 74156,,Availability: Unavailable,,Updated 22-07-2024
evolocumab,REPATHA evolocumab (rch) 420 mg/3.5 mL injection solution automated mini-doser AMD,AUST R: 348651,,Availability: Reduction in supply until supply is exhausted,"Management action: This product will be replaced by an alternative presentation - REPATHA evolocumab (rch) 140 mg/mL injection solution syringe within a pen injector ARTG 231152.
The sponsor is reserving some stock of REPATHA AMD (ARTG 348651) to ensure continuity of supply to specific patient groups during the transition to the alternative presentation. For more information, please contact Amgen Medical Information Australia on 1800 803 638.",Updated 17-07-2024
adrenaline (epinephrine),ANAPEN JUNIOR 150 adrenaline (epinephrine) 150 micrograms/0.3 mL solution for injection pre-filled syringe (auto-injector),AUST R: 337517,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic product is available.,Updated 12-07-2024
adrenaline (epinephrine),ANAPEN 300 adrenaline (epinephrine) 300 micrograms/0.3 mL solution for injection pre-filled syringe (auto-injector),AUST R: 337512,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic product is available.,Updated 12-07-2024
Adalimumab,IDACIO  adalimumab (rch) 40 mg solution for injection pre-filled syringe,AUST R: 320241,,Availability: Unavailable,Management action: Alternative products are available.,Updated 12-07-2024
Adalimumab,IDACIO  adalimumab (rch) 40 mg solution for injection pre-filled pen,AUST R: 320242,,Availability: Unavailable,Management action: Alternative products are available.,Updated 12-07-2024
methotrexate,Pfizer (Australia) METHOTREXATE 50mg/2mL injection BP,AUST R: 10777,,Availability: Reduction in supply until supply is exhausted,"Management action: Other generic by same sponsor available - 
DBL METHOTREXATE 50mg/2mL injection BP vial (ARTG 16314)",Updated 08-07-2024
sitagliptin hydrochloride monohydrate,SITAGLIPTIN LUPIN sitagliptin (as hydrochloride monohydrate) 25 mg tablet blister pack,AUST R: 297342,,Availability: Unavailable,Management action: Alternative generic products are available.,Updated 05-07-2024
sitagliptin hydrochloride monohydrate,SITAGLIPTIN LUPIN sitagliptin (as hydrochloride monohydrate) 50 mg tablet blister pack,AUST R: 297343,,Availability: Unavailable,Management action: Alternative generic products are available.,Updated 05-07-2024
sitagliptin hydrochloride monohydrate,SITAGLIPTIN LUPIN sitagliptin (as hydrochloride monohydrate) 100 mg tablet blister pack,AUST R: 297346,,Availability: Unavailable,Management action: Alternative generic products are available.,Updated 05-07-2024
niraparib tosilate monohydrate,ZEJULA niraparib (as tosilate monohydrate) 100 mg capsule blister pack,AUST R: 305254,,Availability: Reduction in supply until supply is exhausted,Management action: Other generic by same sponsor is available. ZEJULA niraparib (as tosilate monohydrate) 100 mg film-coated tablet blister pack ARTG 395406,Updated 01-07-2024
methylphenidate hydrochloride,METHYLPHENIDATE XR ARX methylphenidate hydrochloride 36 mg modified release tablet bottle,AUST R: 344277,,Availability: Reduction in supply until supply is exhausted,Management action: An alternative generic product is available.,Updated 28-06-2024
methylphenidate hydrochloride,METHYLPHENIDATE XR ARX methylphenidate hydrochloride18 mg modified release tablet bottle,AUST R: 344274,,Availability: Reduction in supply until supply is exhausted,Management action: An alternative generic product is available.,Updated 26-06-2024
methylphenidate hydrochloride,METHYLPHENIDATE XR ARX methylphenidate hydrochloride 27 mg modified release tablet bottle,AUST R: 344270,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available.,Updated 26-06-2024
methotrexate,METHOBLASTIN methotrexate 10mg tablet bottle,AUST R: 15417,,Availability: Reduction in supply until supply is exhausted,Management action: Product will be replaced by METHOBLASTIN methotrexate (as sodium) 10 mg tablet blister pack ARTG 410933.,Updated 18-06-2024
lomustine,CEENU lomustine 10mg capsule bottle,AUST R: 19252,,Availability: Reduction in supply until supply is exhausted,Management action: An unregistered product has been approved for supply under Section 19A. Please contact Pro Pharmaceuticals on 1300 077 674 for details on supply.,Updated 12-06-2024
diltiazem hydrochloride,DILTIAZEM SANDOZ CD diltiazem hydrochloride 180mg capsule bottle,AUST R: 131298,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available.,Updated 12-06-2024
diltiazem hydrochloride,DILTIAZEM SANDOZ CD diltiazem hydrochloride 240mg capsule bottle,AUST R: 131300,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available.,Updated 12-06-2024
diltiazem hydrochloride,DILTIAZEM SANDOZ CD diltiazem hydrochloride 360mg capsule bottle (unprinted),AUST R: 131304,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available.,Updated 12-06-2024
testosterone,ANDRODERM testosterone 24.3 mg per patch transdermal drug delivery system sachet,AUST R: 82398,,Availability: Reduction in supply until supply is exhausted,,Updated 12-06-2024
lomustine,CEENU lomustine 40mg capsule bottle,AUST R: 19249,,Availability: Reduction in supply until supply is exhausted,"Management action: An unregistered product has been approved for supply under Section 19A. Please contact 
Link Medical Products on 1800 181 060 for details on supply.",Updated 12-06-2024
bortezomib,BORTEZOMIB-TEVA bortezomib 3.5 mg powder for injection vial,AUST R: 293593,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available.,Updated 07-06-2024
hydrochlorothiazide,BLOOMS THE CHEMIST IRBESARTAN HCTZ 150/12.5 irbesartan and hydrochlorothiazide 150/12.5mg tablet blister pack,AUST R: 259572,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available.,Updated 07-06-2024
octreotide,OCTREOTIDE DEPOT octreotide (as acetate) 10 mg modified release injection vial plus diluent prefilled syringe composite pack,AUST R: 321280,,Availability: Unavailable,Management action: Alternative generic product is available.,Updated 06-06-2024
octreotide,OCTREOTIDE DEPOT octreotide (as acetate) 20 mg modified release injection vial plus diluent prefilled syringe composite pack,AUST R: 321282,,Availability: Unavailable,Management action: Alternative generic product is available.,Updated 06-06-2024
octreotide,OCTREOTIDE DEPOT octreotide (as acetate) 30 mg modified release injection vial plus diluent prefilled syringe composite pack,AUST R: 321281,,Availability: Unavailable,Management action: Alternative generic product is available.,Updated 06-06-2024
bortezomib,BORTEZOMIB BAXTER bortezomib 3.5 mg powder for injection vial,AUST R: 379611,,Availability: Unavailable,Management action: Alternative generic products are available.,Updated 06-06-2024
acalabrutinib,CALQUENCE acalabrutinib 100 mg capsule blister pack,AUST R: 321419,,Availability: Unavailable,Management action: Sponsor is transitioning to CALQUENCE acalabrutinib (as maleate) 100 mg film-coated tablet blister pack (AUST R 377410) from July 2024,Updated 05-06-2024
anastrozole,ARIMIDEX anastrozole 1mg tablets blister pack,AUST R: 54672,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available.,Updated 31-05-2024
zopiclone,ZOPICLONE GH zopiclone 7.5mg tablet blister pack,AUST R: 239214,,Availability: Reduction in supply until supply is exhausted,,Updated 30-05-2024
aspirin,CLOPIDOGREL WINTHROP PLUS ASPIRIN 75 mg/100 mg clopidogrel (as hydrogen sulfate)/aspirin tablet blister pack,AUST R: 150470,,Availability: Unavailable,Management action: Alternative brands available,Updated 29-05-2024
felodipine,TRIASYN 2.5/2.5 tablet blister pack,AUST R: 67184,,Availability: Unavailable,,Updated 28-05-2024
lidocaine hydrochloride monohydrate,LIDOCAINE NORIDEM 1% lidocaine (lignocaine) hydrochloride 20 mg/2 mL solution for injection ampoule,AUST R: 375334,,Availability: Unavailable,,Updated 17-05-2024
lidocaine hydrochloride monohydrate,LIDOCAINE NORIDEM 2% lidocaine (lignocaine) hydrochloride 40 mg/2 mL solution for injection ampoule,AUST R: 375333,,Availability: Reduction in supply until supply is exhausted,,Updated 17-05-2024
ketoprofen,ORUVAIL SR ketoprofen 200mg capsule blister pack,AUST R: 42422,,Availability: Reduction in supply until supply is exhausted,,Updated 10-05-2024
ketoprofen,ORUDIS SR ketoprofen 200mg capsule blister pack,AUST R: 27535,,Availability: Reduction in supply until supply is exhausted,,Updated 09-05-2024
calcium folinate,Pfizer (Australia) LEUCOVORIN CALCIUM folinic acid (as calcium folinate) 50mg/5mL injection USP ampoule,AUST R: 61885,,Availability: Unavailable,Management action: Alternative generic products are available,Updated 09-05-2024
bortezomib,VELCADE bortezomib 3.5 mg powder for injection vial,AUST R: 104542,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available.,Updated 02-05-2024
gabapentin,GAPENTIN gabapentin 800 mg tablet blister pack,AUST R: 156103,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available.,Updated 26-04-2024
bendamustine hydrochloride,BENDAMUSTINE JUNO bendamustine hydrochloride 100 mg powder for injection vial,AUST R: 321011,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative brands are available.,Updated 24-04-2024
quinapril hydrochloride,ACCUPRIL quinapril hydrochloride 5mg tablet blister pack,AUST R: 40926,,Availability: Unavailable,,Updated 22-04-2024
bosentan monohydrate,TRACLEER bosentan 62.5mg (as monohydrate) tablet bottle,AUST R: 91919,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available. The sponsor will continue to supply to existing eligible patients enrolled in the compassionate supply program until the end of December 2024.,Updated 22-04-2024
bosentan monohydrate,TRACLEER bosentan 125mg (as monohydrate) tablet bottle,AUST R: 91920,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products are available. The sponsor will continue to supply to existing eligible patients enrolled in the compassionate supply program until the end of December 2024.,Updated 22-04-2024
quinapril hydrochloride,ACCUPRIL quinapril hydrochloride 10mg tablet blister pack,AUST R: 40928,,Availability: Unavailable,,Updated 19-04-2024
quinapril hydrochloride,ACCUPRIL quinapril hydrochloride 20mg tablet blister pack,AUST R: 40930,,Availability: Unavailable,,Updated 19-04-2024
propofol,PROVIVE MCT-LCT 1% propofol 1000mg/100mL emulsion for injection vial,AUST R: 162320,,Availability: Reduction in supply until supply is exhausted,Management action: Alternative generic products available.,Updated 18-04-2024
alirocumab,"PRALUENT alirocumab (rch) 75mg/mL solution for injection, pre-filled pen",AUST R: 238285,,Availability: Reduction in supply until supply is exhausted,Management action: The sponsor is closely controlling the supply.,Updated 11-04-2024
